,img_count,img_link,img_tags
27,4,./Greece_Affinio_HTML_files/DkrhV1KUcAAHZwn.jpg,"['people', 'ceremony', 'team']"
28,4,./Greece_Affinio_HTML_files/Dj2-EtYUYAABnxi.jpg,"['photograph', 'poster', 'presentation']"
29,4,./Greece_Affinio_HTML_files/DkLg1APVAAE5Bot.jpg,"['dish', 'food', 'meat']"
30,4,./Greece_Affinio_HTML_files/Djqv8b8W4AA3Ohs.jpg,"['cape', 'shore', 'bay']"
31,4,./Greece_Affinio_HTML_files/DjEYCS_U4AEogc7.jpg,"['evening', 'dawn', 'sunset']"
32,3,./Greece_Affinio_HTML_files/DjsiuT4XcAAMJwj.jpg,"['toy', 'screenshot', 'illustration']"
33,3,./Greece_Affinio_HTML_files/Di_vNooXsAY5nNs.jpg,"['blue', 'textile', 'design']"
34,3,./Greece_Affinio_HTML_files/Dj1SUdNX4AMGgPS.jpg,"['vertebrate', 'mammal', 'animal']"
35,3,./Greece_Affinio_HTML_files/oeh5Nwxb99OBnaIV.jpg,"['dish', 'dessert', 'meal']"
36,3,./Greece_Affinio_HTML_files/DkUGExKU0AA1w8s.jpg,"['photo shoot', 'blue', 'fashion']"
37,3,./Greece_Affinio_HTML_files/DjHGXuaXsAAsZ7M.jpg,"['clothing', 'color', 'red']"
38,3,./Greece_Affinio_HTML_files/DkF3prmX0AI8zKV.jpg,"['breakfast', 'restaurant', 'sense']"
39,3,./Greece_Affinio_HTML_files/DkLUa0LX4AEb68Y.jpg,"['outdoor recreation', 'team sport', 'player']"
40,3,./Greece_Affinio_HTML_files/DjUa7YoUwAE0neF.jpg,"['infant', 'toddler', 'child']"
41,3,./Greece_Affinio_HTML_files/DlGC0edUcAEn7vI.jpg,"['musical theatre', 'stage', 'performing arts']"
42,3,./Greece_Affinio_HTML_files/Dkme29RU0AEyowT.jpg,"['presentation', 'stage', 'academic conference']"
43,3,./Greece_Affinio_HTML_files/Dj6Pd0PUwAAgiZQ.jpg,"['fashion', 'clothing', 'leg']"
44,3,./Greece_Affinio_HTML_files/Djuj7EoUwAEke2o.jpg,"['monochrome photography', 'mammal', 'human positions']"
45,3,./Greece_Affinio_HTML_files/DkmPDWvUUAASGvR.jpg,"['food', 'restaurant', 'people']"
46,3,./Greece_Affinio_HTML_files/Di6B7l0U8AAcOm7.jpg,"['design', 'red', 'shape']"
47,3,./Greece_Affinio_HTML_files/Dk3jnljXoAEXE5o.jpg,"['cuisine', 'meal', 'drink']"
48,3,./Greece_Affinio_HTML_files/DkbmNr2W0AAMerh.jpg,"['night', 'sunlight', 'geological phenomenon']"
49,3,./Greece_Affinio_HTML_files/Diol-llX4AMCjma.jpg,"['screenshot', 'presentation', 'text']"
50,2,./Greece_Affinio_HTML_files/DkPsPVXW4AcrRcv.jpg,"['ancient history', 'sculpture', 'monument']"
51,2,./Greece_Affinio_HTML_files/Dj0dvD8WwAAU_L3.jpg,"['poster', 'color', 'image']"
52,2,./Greece_Affinio_HTML_files/DkbgjP0V4AAYK-n.jpg,"['festival', 'protest', 'demonstration']"
53,2,./Greece_Affinio_HTML_files/Dkq-NwEUcAARyCV.jpg,"['horse', 'poster', 'mammal']"
54,2,./Greece_Affinio_HTML_files/Dk-IYLVXsAAMHPo.jpg,"['airplane', 'atmosphere of earth', 'air force']"
55,2,./Greece_Affinio_HTML_files/DkRyA-uUwAAupW3.jpg,"['academic conference', 'people', 'meal']"
56,2,./Greece_Affinio_HTML_files/DkB1CKVX0AEVrVM.jpg,"['sculpture', 'people', 'monument']"
57,2,./Greece_Affinio_HTML_files/DjAA01XV4AAxu0p.jpg,"['produce', 'flower', 'food']"
58,2,./Greece_Affinio_HTML_files/DlEUw6LXoAEgFGk.jpg,"['alcoholic beverage', 'drink', 'advertising']"
59,2,./Greece_Affinio_HTML_files/DkPWg_OV4AER7nH.jpg,"['sea', 'city', 'horizon']"
60,2,./Greece_Affinio_HTML_files/DjB3cirXcAEApwk.jpg,"['flower', 'garden', 'tree']"
61,2,./Greece_Affinio_HTML_files/TSnFOlFuDbbeZk3I.jpg,"['estate', 'architecture', 'structure']"
62,2,./Greece_Affinio_HTML_files/DjI_cLDW4AEw6jp.jpg,"['atmosphere of earth', 'atmosphere', 'cloud']"
63,2,./Greece_Affinio_HTML_files/DkoFx_3XsAEKjr6.jpg,"['ancient history', 'building', 'chapel']"
64,2,./Greece_Affinio_HTML_files/Dkjq975XgAEvKVR.jpg,"['people', 'structure', 'atmosphere of earth']"
65,2,./Greece_Affinio_HTML_files/DjrQAOLXgAApmuJ.jpg,"['mountain bike', 'vehicle', 'transport']"
66,2,./Greece_Affinio_HTML_files/DjizQh_XgAEiOKX.jpg,"['food', 'font', 'brand']"
67,2,./Greece_Affinio_HTML_files/Di3n98FX4AAQGpY.jpg,"['urban area', 'restaurant', 'downtown']"
68,2,./Greece_Affinio_HTML_files/DjOfueoWwAAtkkI.jpg,"['man', 'people', 'team']"
69,2,./Greece_Affinio_HTML_files/Dj-Y_dCXsAUSDL1.jpg,"['village', 'town', 'suburb']"
70,2,./Greece_Affinio_HTML_files/Dk-qHc-XgAAEE34.jpg,"['display device', 'technology', 'stadium']"
71,2,./Greece_Affinio_HTML_files/DjCpqnQXsAEBVWC.jpg,"['sign', 'poster', 'font']"
72,2,./Greece_Affinio_HTML_files/DjOb8NhUUAATuvH.jpg,"['modern art', 'text', 'drawing']"
73,2,./Greece_Affinio_HTML_files/DjDky11VAAEuwPh.jpg,"['monochrome', 'drawing', 'black-and-white']"
74,2,./Greece_Affinio_HTML_files/Div8nLpUEAA4bDD.jpg,"['marine biology', 'underwater', 'animal']"
75,2,./Greece_Affinio_HTML_files/DjQvafXWwAAFLCN.jpg,"['yellow', 'text', 'font']"
76,2,./Greece_Affinio_HTML_files/DkZ8XWrU8AERTNK.jpg,"['seminar', 'academic conference', 'education']"
77,2,./Greece_Affinio_HTML_files/DkVGllMXsAAVWqh.jpg,"['text', 'brand', 'hand']"
78,2,./Greece_Affinio_HTML_files/DkapQb1XoAERqVg.jpg,"['player', 'stadium', 'structure']"
79,2,./Greece_Affinio_HTML_files/Di1JjHGU8AERosB.jpg,"['breakfast', 'dish', 'food']"
80,2,./Greece_Affinio_HTML_files/DkqaN5FW0AEsrnf.jpg,"['smile', 'hairstyle', 'adolescence']"
81,2,./Greece_Affinio_HTML_files/Dj8oULZVAAAwYhM.jpg,"['design', 'play', 'home']"
82,2,./Greece_Affinio_HTML_files/DjS7abfW0AICa-R.jpg,"['water bird', 'vertebrate', 'bird']"
83,2,./Greece_Affinio_HTML_files/DjULIGjU4AASaRT.jpg,"['technology', 'design', 'product']"
84,2,./Greece_Affinio_HTML_files/DjVDeznU0AARSkk.jpg,"['image', 'darkness', 'night']"
85,2,./Greece_Affinio_HTML_files/Dj6vzRlX4AIUZpF.jpg,"['human positions', 'people', 'ceremony']"
86,2,./Greece_Affinio_HTML_files/DiqXs-FW0AA6oX1.jpg,"['bus', 'transport', 'public transport']"
87,2,./Greece_Affinio_HTML_files/Dj2kRJ3XsAEafQr.jpg,"['portrait', 'person', 'senior citizen']"
88,2,./Greece_Affinio_HTML_files/DjhJiw7V4AAQOK2.jpg,"['human positions', 'person', 'child']"
89,2,./Greece_Affinio_HTML_files/DiqhDNvXsAIY8iy.jpg,"['landmark', 'urban area', 'building']"
90,2,./Greece_Affinio_HTML_files/DjXkX4lX4AA5sW8.jpg,"['human positions', 'product', 'wood']"
91,2,./Greece_Affinio_HTML_files/DjH1Ls2XcAADJaf.jpg,"['red', 'flower', 'green']"
92,2,./Greece_Affinio_HTML_files/DivDUi8W0AEfOCQ.jpg,"['hand', 'photography', 'human action']"
93,1,./Greece_Affinio_HTML_files/DkXvA-0WwAErtTf.jpg,"['advertising', 'image', 'statue']"
94,1,./Greece_Affinio_HTML_files/DjqBdmKWwAAS96F.jpg,"['floral design', 'garden', 'botany']"
95,1,./Greece_Affinio_HTML_files/Di0IyO6XsAAymNn.jpg,"['photography', 'human positions', 'dress']"
96,1,./Greece_Affinio_HTML_files/wd1crsyQCi6_yVcZ.jpg,"['banner', 'interior design', 'wall']"
97,1,./Greece_Affinio_HTML_files/Dkfd4dbU0AAKcF6.jpg,"['wood', 'living room', 'design']"
98,1,./Greece_Affinio_HTML_files/DjRpbtAU4AA3IgK.jpg,"['nature', 'rapid', 'watercourse']"
99,1,./Greece_Affinio_HTML_files/DkjZP6rXcAAsRvY.jpg,"['image', 'people', 'botany']"
