,img_count,img_link,img_tags
18,2,./USA_Affinio_HTML_files/Dk-U_48X0AAXGCC.jpg,"['interior design', 'meal', 'restaurant']"
19,2,./USA_Affinio_HTML_files/uqwI-LA26TUGc4Ml.jpg,"['human action', 'advertising', 'food']"
20,2,./USA_Affinio_HTML_files/DlD2pGpVAAAQsze.jpg,"['beer', 'alcoholic beverage', 'drink']"
21,2,./USA_Affinio_HTML_files/Dkah_FRWwAAS3IQ.jpg,"['hand', 'product', 'pink']"
22,2,./USA_Affinio_HTML_files/Dj_cTmzWwAAuQP6.jpg,"['smile', 'hairstyle', 'facial expression']"
23,2,./USA_Affinio_HTML_files/DjX1jUvUUAAOp6a.jpg,"['man', 'photograph', 'image']"
24,2,./USA_Affinio_HTML_files/DkBYMzPXcAAgnG0.jpg,"['sitting', 'floor', 'design']"
25,2,./USA_Affinio_HTML_files/Dkz5_lSWsAACoW6.jpg,"['building', 'restaurant', 'sign']"
26,2,./USA_Affinio_HTML_files/DjejdklXoAAVjwV.jpg,"['horizon', 'morning', 'sea']"
27,2,./USA_Affinio_HTML_files/DjyqFF-WwAAu5uD.jpg,"['team sport', 'player', 'football']"
28,1,./USA_Affinio_HTML_files/FXaLSGZzVmf-j5sQ.jpg,"['presentation', 'black', 'line']"
29,1,./USA_Affinio_HTML_files/Djnp4v7UYAAuU4S.jpg,"['amusement park', 'beach', 'swimming pool']"
30,1,./USA_Affinio_HTML_files/7u1L9DUWtMMW6orh.jpg,"['hand', 'distilled beverage', 'image']"
31,1,./USA_Affinio_HTML_files/Djb_mx9XgAEieye.jpg,"['team', 'advertising', 'human action']"
32,1,./USA_Affinio_HTML_files/Dj60WdiWwAAGdyX.jpg,"['photo shoot', 'head', 'model']"
33,1,./USA_Affinio_HTML_files/DjlfWNPXoAAJyec.jpg,"['product', 'number', 'shape']"
34,1,./USA_Affinio_HTML_files/DkhuUjYUUAAy85p.jpg,"['light', 'poster', 'black-and-white']"
35,1,./USA_Affinio_HTML_files/DjkyMfVWwAEeCwp.jpg,"['hair', 'nose', 'beauty']"
36,1,./USA_Affinio_HTML_files/DkQni0tU8AA_OTS.jpg,"['clothing', 'textile', 'dog-like mammal']"
37,1,./USA_Affinio_HTML_files/DjoCj8vWsAUw-uB.jpg,"['product', 'automotive exterior', 'furniture']"
38,1,./USA_Affinio_HTML_files/Dj9VoV1UYAAZjxz.jpg,"['green', 'sports', 'screenshot']"
39,1,./USA_Affinio_HTML_files/DinzjslWsAADA3B.jpg,"['gadget', 'design', 'color']"
40,1,./USA_Affinio_HTML_files/DkA8_wFUwAEW9jY.jpg,"['skin', 'female', 'child']"
41,1,./USA_Affinio_HTML_files/DkgCMdJUUAA826g.jpg,"['land plant', 'green', 'flower']"
42,1,./USA_Affinio_HTML_files/DjKykNqUwAIZLcr.jpg,"['vendor', 'human settlement', 'produce']"
43,1,./USA_Affinio_HTML_files/Dk6l1-TU8AEvljx.jpg,"['iron', 'structure', 'landmark']"
44,1,./USA_Affinio_HTML_files/DkrT-FeU4AIJDlt.jpg,"['senior citizen', 'hairstyle', 'vision care']"
45,1,./USA_Affinio_HTML_files/DkV0ChXWsAAKElw.jpg,"['ball game', 'soccer-specific stadium', 'football']"
46,1,./USA_Affinio_HTML_files/DjRSdaxVsAACX0K.jpg,"['brand', 'shape', 'blue']"
47,1,./USA_Affinio_HTML_files/4V8Ksa8kIZD7BCdv.jpg,"['learning', 'document', 'design']"
48,1,./USA_Affinio_HTML_files/DlEzS41XsAEQQvT.jpg,"['product', 'shape', 'text']"
49,1,./USA_Affinio_HTML_files/DlDDf0pWsAAqj3P.jpg,"['screenshot', 'human action', 'interior design']"
50,1,./USA_Affinio_HTML_files/Di6IUhZXoAAO1A9.jpg,"['footwear', 'textile', 'fashion accessory']"
51,1,./USA_Affinio_HTML_files/DkWUxb0UcAA7EPh.jpg,"['brand', 'sense', 'pink']"
52,1,./USA_Affinio_HTML_files/DkNrp5KU4AEN4fY.jpg,"['play', 'costume', 'clothing']"
53,1,./USA_Affinio_HTML_files/Dkqsq5mU8AAMgHJ.jpg,"['ship', 'boating', 'vacation']"
54,1,./USA_Affinio_HTML_files/Di1Ha57VAAAh3X5.jpg,"['limb', 'red', 'textile']"
55,1,./USA_Affinio_HTML_files/DjxqeP5XcAIPrbh.jpg,"['fashion accessory', 'head', 'nose']"
56,1,./USA_Affinio_HTML_files/DlDQNzeW4AEiEAl.jpg,"['ridge', 'adventure', 'loch']"
57,1,./USA_Affinio_HTML_files/xkA-2vnx18LQCpM8.jpg,"['material', 'atmosphere', 'art']"
58,1,./USA_Affinio_HTML_files/Di-DyIkUUAAlpO9.jpg,"['youth', 'brand', 'person']"
59,1,./USA_Affinio_HTML_files/Dk2VLUZUYAA5qOj.jpg,"['stadium', 'display device', 'advertising']"
60,1,./USA_Affinio_HTML_files/DjpJrPBW0AEW1-m.jpg,"['light', 'darkness', 'atmospheric phenomenon']"
61,1,./USA_Affinio_HTML_files/DjuGiYRVAAApEWI.jpg,"['metropolis', 'landmark', 'dusk']"
62,1,./USA_Affinio_HTML_files/DkfbvPZX0AA9ZIl.jpg,"['signage', 'art', 'poster']"
63,1,./USA_Affinio_HTML_files/DjHAY3rWwAA7u3p.jpg,"['dish', 'land plant', 'blue']"
64,1,./USA_Affinio_HTML_files/DkZ49nbXoAEfwR7.jpg,"['color', 'building', 'food']"
65,1,./USA_Affinio_HTML_files/DkwOC0sVAAAj6t6.jpg,"['stage', 'screenshot', 'design']"
66,1,./USA_Affinio_HTML_files/Dip_FIqVAAEjSu5.jpg,"['horizon', 'sunset', 'sunlight']"
67,1,./USA_Affinio_HTML_files/NOFR_hpLmag1Fd59.jpg,"['asphalt', 'suburb', 'neighbourhood']"
68,1,./USA_Affinio_HTML_files/b_-wLFPNA_HxcVkM.jpg,"['finger', 'leg', 'human body']"
69,1,./USA_Affinio_HTML_files/DkZ-S7pXcAIDSo4.jpg,"['smile', 'beauty', 'girl']"
70,1,./USA_Affinio_HTML_files/Dk7f-fEU8AEQfKI.jpg,"['drawing', 'art', 'brand']"
71,1,./USA_Affinio_HTML_files/-V1Buq-l4gDM5H4u.jpg,"['hair', 'leg', 'interaction']"
72,1,./USA_Affinio_HTML_files/DjocoHcUYAA-XVu.jpg,"['arecales', 'dusk', 'sunset']"
73,1,./USA_Affinio_HTML_files/wN6CzbWujUJ3vwn5.jpg,"['musical theatre', 'audience', 'music']"
74,1,./USA_Affinio_HTML_files/DiqoW47VAAAMpfd.jpg,"['sense', 'flower', 'dish']"
75,1,./USA_Affinio_HTML_files/Dj8tztSU0AAr9bq.jpg,"['downtown', 'road surface', 'pedestrian']"
76,1,./USA_Affinio_HTML_files/Dkl_vptW4AAAWPI.jpg,"['child', 'hand', 'people']"
77,1,./USA_Affinio_HTML_files/Dkvbf1qV4AArvjp.jpg,"['road', 'history', 'poster']"
78,1,./USA_Affinio_HTML_files/Dk_A908XsAAXmbn.jpg,"['palace', 'building', 'town']"
79,1,./USA_Affinio_HTML_files/DkgWeV9U0AA6A2_.jpg,"['lighting', 'sign', 'poster']"
80,1,./USA_Affinio_HTML_files/Dk_FpfmXgAE3L5w.jpg,"['water', 'sea', 'dusk']"
81,1,./USA_Affinio_HTML_files/DjGmFXuX0AAjf7Z.jpg,"['vacation', 'human settlement', 'road']"
82,1,./USA_Affinio_HTML_files/Dj1uUnvXcAAig3A.jpg,"['iron', 'head', 'toy']"
83,1,./USA_Affinio_HTML_files/Q6oa_erOu8zxdpzW.jpg,"['bar', 'lunch', 'room']"
84,1,./USA_Affinio_HTML_files/DjjQ1MYVsAAi4bk.jpg,"['pattern', 'red', 'color']"
85,1,./USA_Affinio_HTML_files/DjilefrXoAAoX-d.jpg,"['alcoholic beverage', 'art', 'brand']"
86,1,./USA_Affinio_HTML_files/Diz_qw3VAAAVDtL.jpg,"['clothing', 'road', 'interior design']"
87,1,./USA_Affinio_HTML_files/DkvdcoUVsAAXRSQ.jpg,"['vehicle', 'plant', 'play']"
88,1,./USA_Affinio_HTML_files/DkbRbWGUwAAE-mX.jpg,"['stage', 'singing', 'music']"
89,1,./USA_Affinio_HTML_files/DjdxuLSWwAEa7fY.jpg,"['clothing', 'adult', 'human positions']"
90,1,./USA_Affinio_HTML_files/DjNI53PXgAEIVfo.jpg,"['entertainment', 'color', 'performing arts']"
91,1,./USA_Affinio_HTML_files/DlFwoEDUYAATy3D.jpg,"['entertainment', 'structure', 'performing arts']"
92,1,./USA_Affinio_HTML_files/DjM_NafXcAAiXCe.jpg,"['festival', 'crowd', 'food']"
93,1,./USA_Affinio_HTML_files/DjH-NPpU0AANB4i.jpg,"['male', 'sense', 'facial hair']"
94,1,./USA_Affinio_HTML_files/CMn9MmFNQ-psY87s.jpg,"['musician', 'community', 'pedestrian']"
95,1,./USA_Affinio_HTML_files/Dj2s4fmUUAUYsVt.jpg,"['photography', 'shape', 'atmosphere']"
96,1,./USA_Affinio_HTML_files/DkxAGSVUwAAZEr3.jpg,"['footwear', 'hand', 'image']"
97,1,./USA_Affinio_HTML_files/Dk98pyTXsAAoLDd.jpg,"['home', 'retail-store', 'bar']"
98,1,./USA_Affinio_HTML_files/DjDEVovU0AEoiVj.jpg,"['athlete', 'structure', 'sport venue']"
99,1,./USA_Affinio_HTML_files/DkMUtaZWsAAsnMq.jpg,"['window covering', 'architecture', 'glass']"
